ID,tour_num,D_TRA1_SMONTH,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_1_SPOT,over_sati,inten_revis,inten_recom,BSEX,SAGE,BJOB,BEDU,BMAR,BARA
34012521651_104114,1,4,1,100000,1,34330,4,4,4,2,26,1,4,1,12
34012521651_104135,1,4,1,300000,2,21140,4,4,4,1,26,1,4,1,12
34012522401_133731,1,5,1,300000,2,21140,4,4,4,1,27,1,4,1,12
34012522401_133736,1,5,0,150000,4,33380,4,4,4,1,35,3,4,2,12
34012522401_133744,1,5,0,100000,4,25020,4,4,4,2,39,11,4,2,12
34012522401_133749,1,5,0,150000,3,34030,4,4,4,2,25,1,4,1,12
3401252Q01A_133795,1,5,0,300000,2,33030,4,4,4,1,35,1,4,2,12
3401253053A_164260,1,6,0,350000,4,34030,4,4,4,1,35,1,4,1,12
3401253053A_164305,1,6,0,150000,4,29010,4,4,4,1,21,12,4,1,12
34012530601_161735,1,6,0,250000,2,35020,4,4,3,1,34,1,4,1,12
3401254015A_194184,1,7,1,500000,2,32030,4,4,4,1,24,1,4,1,12
3401254015A_194190,1,7,2,800000,2,39020,4,4,4,1,32,1,4,1,12
3401254071A_223073,1,8,2,950000,2,38090,4,4,5,1,26,1,4,1,12
3401254120A_252684,1,9,2,1000000,3,32030,4,4,4,1,34,1,4,1,12
3401254120A_252705,1,9,0,150000,4,31220,4,4,4,2,38,11,4,2,12
3401254120A_252712,1,9,1,550000,3,32040,5,4,4,1,20,1,4,1,12
3401254182A_280429,1,10,0,200000,4,25050,4,4,4,2,38,11,4,2,12
3401254182A_280436,1,10,1,500000,3,35380,4,4,4,2,26,1,4,1,12
34012550191_194238,1,7,1,400000,3,34030,4,4,4,1,34,1,4,1,12
34012550191_194296,1,7,0,100000,2,34330,4,4,4,2,32,1,4,1,12
34012550191_194300,1,7,0,60000,1,25050,4,4,4,2,28,1,4,1,12
3401255027A_334215,1,11,0,85000,3,34370,5,4,5,2,25,1,4,1,12
3401255027A_334217,1,11,0,70000,2,33350,4,4,4,1,26,1,4,1,12
3401255067A_307901,1,12,0,350000,3,36310,5,4,3,1,34,1,4,1,12
3401258010A_20422,1,1,0,150000,2,34030,4,4,4,2,29,1,4,1,12
3401258010A_20426,1,1,1,300000,1,23020,4,3,3,1,27,1,4,1,12
3401258070A_48828,1,2,0,100000,1,31370,5,4,4,2,20,12,4,1,12
3401258126A_75125,1,3,0,100000,1,32010,4,4,4,2,29,1,4,1,12
3401258176A_104140,1,4,0,80000,1,31370,4,4,4,2,22,12,4,1,12
3401258176A_104157,1,4,0,100000,1,35330,4,4,4,1,31,1,4,1,12
3401258176A_104176,1,4,0,70000,1,35010,4,4,4,1,23,12,4,1,12
3401259009A_134622,1,5,0,100000,2,34020,4,4,4,2,38,1,4,1,12
3401259058A_161814,1,6,0,200000,4,35010,4,4,4,2,32,1,4,4,12
3401259058A_161816,1,6,2,200000,1,37020,4,4,4,1,21,12,4,1,12
3401259112A_194339,1,7,1,400000,2,34380,4,4,4,2,35,1,4,2,12
3401259112A_194341,1,7,0,300000,3,35010,4,4,4,2,21,1,4,1,12
3401259112A_194348,1,7,1,450000,3,35320,4,5,4,2,32,1,4,1,12
34012591661_223194,1,8,1,1200000,4,32030,4,4,4,1,25,12,4,1,12
3401259176A_223353,1,8,1,500000,2,32030,4,4,4,2,34,1,4,1,12
3401259Q32A_252747,1,9,0,150000,3,34030,4,4,4,2,36,11,4,2,12
3401259Q32A_252753,1,9,2,1000000,2,39010,5,5,5,1,22,1,4,1,12
3401259Q32A_252806,1,9,1,600000,4,36480,4,4,4,1,38,1,4,2,12
34012600201_251702,1,9,0,35000,1,34040,4,4,4,1,32,1,4,1,12
34012600201_251732,1,9,0,25000,1,31070,4,4,4,2,37,1,4,2,12
34012600791_280475,1,10,2,200000,1,34310,4,4,4,2,31,1,4,1,12
34012600791_280481,1,10,1,400000,3,37020,5,4,4,2,27,1,4,1,12
34012600791_280485,1,10,0,90000,3,34040,4,4,4,1,28,1,4,1,12
3401260089A_281219,1,10,2,50000,1,29010,4,4,4,1,27,1,4,1,12
3401260089A_281224,1,10,2,100000,2,33320,4,4,4,1,35,1,4,2,12
3401260089A_281237,1,10,2,600000,2,39010,4,4,4,2,25,1,4,1,12
3401260148A_337091,1,11,0,250000,3,34380,4,4,4,1,34,1,4,1,12
3401260148A_337119,1,11,0,300000,3,23010,4,4,4,2,32,1,4,2,12
3401261026A_20512,1,1,0,150000,3,31030,4,4,4,1,37,1,4,2,12
3401261090A_48904,1,2,0,80000,1,34380,4,4,4,1,29,1,4,1,12
3401261090A_48926,1,2,0,40000,1,34330,4,3,3,1,36,3,4,2,12
34012611161_337194,1,11,0,300000,3,34380,4,4,4,2,34,1,4,2,12
3401261154A_75666,1,3,0,60000,1,35380,4,4,4,1,28,12,4,1,12
34012611951_308061,1,12,0,200000,2,11010,5,5,4,2,26,1,4,1,12
3401261278A_104274,1,4,0,60000,1,34380,4,4,4,2,25,1,4,1,12
34020110461_309365,1,12,1,500000,2,32060,5,5,5,1,32,1,4,1,12
34020110461_309374,1,12,1,400000,4,34030,5,5,5,2,27,1,4,1,12
34020310451_20590,1,1,0,80000,1,34330,4,4,4,1,35,1,4,1,12
34020330521_49524,1,2,0,80000,1,35330,4,4,4,1,30,1,3,1,12
34020330521_49554,1,2,0,70000,1,34030,4,4,4,2,20,12,4,1,12
34020380301_106050,1,4,0,100000,1,35370,4,4,4,1,31,1,4,1,12
34020510081_20661,1,1,0,100000,1,33040,4,4,4,2,37,1,3,2,12
3402056045A_136768,1,5,1,350000,3,34370,4,4,4,2,32,1,3,4,12
3402057065A_162044,1,6,2,370000,2,32040,4,4,4,2,32,1,4,1,12
3402057065A_162051,1,6,1,150000,1,21140,4,4,4,1,25,12,4,1,12
3402057065A_162078,1,6,0,110000,1,11010,4,4,4,2,22,12,4,1,12
3402058020A_194400,1,7,0,80000,1,34030,4,4,4,1,24,12,4,1,12
3402058020A_194460,1,7,1,170000,1,34380,4,4,4,1,32,1,4,2,12
3402059055A_223412,1,8,0,110000,1,35370,4,4,4,1,38,1,4,1,12
3402059055A_223440,1,8,0,95000,1,35020,4,4,4,2,32,1,4,1,12
34030110581_166396,1,6,1,400000,3,35330,4,4,4,2,27,1,4,1,12
34030350091_224499,1,8,0,110000,1,35010,4,4,4,1,28,1,3,1,12
34030380281_281260,1,10,1,500000,4,21090,4,4,4,1,25,1,4,1,12
34030510681_136776,1,5,0,200000,2,34080,4,4,4,2,36,11,3,2,12
34030510681_136791,1,5,0,256000,2,11240,5,5,5,1,24,1,4,1,12
34030530011_166608,1,6,0,150000,3,34380,4,4,4,1,29,1,4,1,12
3403053083A_282933,1,10,2,700000,2,39020,4,4,4,1,34,1,4,1,12
3403053083A_282936,1,10,1,500000,2,32030,4,4,4,1,25,12,4,1,12
3403054051A_337202,1,11,0,70000,2,34370,5,4,4,1,37,1,4,2,12
3403054051A_337253,1,11,0,100000,4,34360,4,3,4,2,21,12,4,1,12
34030540931_195290,1,7,0,70000,1,32010,4,4,4,2,20,12,4,1,12
34030540931_195304,1,7,0,50000,1,34050,3,3,3,1,32,3,4,1,12
34040110221_334316,1,11,0,50000,1,34010,5,4,4,2,37,1,4,2,12
34040110221_334350,1,11,0,300000,1,34010,4,4,5,2,28,1,4,1,12
3404012004A_337287,1,11,0,30000,1,34010,4,5,5,1,35,1,4,2,12
3404012004A_337359,1,11,0,80000,1,34080,5,5,5,2,35,1,4,2,12
3404012044A_308099,2,12,0,50000,1,34360,5,5,5,1,36,1,4,2,12
3404012093A_20692,1,1,0,170000,2,34030,4,4,4,2,26,1,4,1,12
3404012093A_20706,1,1,1,400000,2,32030,4,4,4,1,33,1,4,1,12
34040121461_308142,1,12,0,60000,1,34360,4,5,4,1,37,1,4,2,12
34040121461_308146,1,12,0,70000,1,34030,4,4,5,2,32,1,4,1,12
3404012170A_49619,1,2,0,150000,4,25040,4,3,3,1,25,1,4,1,12
3404012170A_49622,1,2,0,180000,4,25010,4,4,3,2,33,1,4,1,12
3404012170A_49636,1,2,0,200000,3,34030,4,4,4,1,37,1,4,2,12
3404012220A_77720,1,3,0,300000,4,35020,4,4,4,1,22,1,4,1,12
3404012220A_77746,1,3,0,250000,3,36330,4,4,4,2,34,11,4,2,12
3404012261A_106220,1,4,0,50000,1,31010,4,4,4,1,29,1,4,1,12
34040122991_20766,1,1,1,360000,2,34380,4,4,4,2,26,1,4,1,12
3404012334A_135174,1,5,1,200000,1,37020,4,4,4,2,36,1,4,1,12
3404012334A_135251,1,5,0,209000,2,31250,4,4,4,1,37,1,4,2,12
34040123901_49732,1,2,1,70000,1,11050,4,4,4,1,25,1,4,1,12
34040330451_78241,1,3,0,158000,2,35010,5,4,5,2,37,1,4,1,12
3404033101A_195335,1,7,0,100000,4,34020,4,4,4,2,37,1,4,2,12
3404033101A_195350,1,7,1,400000,4,34340,4,4,4,1,23,1,4,1,12
34040340251_106254,1,4,0,35000,1,31070,4,4,4,1,32,1,4,1,12
3404034087A_224549,1,8,0,120000,4,34080,4,4,4,2,27,1,3,2,12
34040350331_136821,1,5,4,287000,1,35040,5,4,4,1,37,1,4,1,12
34040350331_136836,1,5,1,543000,3,31240,5,4,5,2,36,1,4,2,12
3404035061A_254018,1,9,0,100000,2,34030,4,4,4,1,35,1,4,1,12
3404035061A_254028,1,9,0,60000,2,34080,4,4,4,1,28,1,4,1,12
3404035061A_254038,1,9,1,50000,4,29010,4,4,4,2,38,11,4,2,12
34040351061_166661,1,6,2,700000,1,36020,5,4,4,2,31,3,4,1,12
34040351061_166671,1,6,0,250000,4,34370,4,4,4,1,36,1,4,2,12
34040351061_166691,1,6,1,700000,5,34340,5,4,4,1,26,1,4,1,12
34040360451_195432,1,7,0,140000,2,34030,5,5,4,1,21,12,4,1,12
3404037032A_283004,1,10,0,200000,3,33020,4,4,4,2,25,1,4,1,12
34040380151_224588,1,8,2,1200000,3,39010,5,4,4,2,34,1,4,2,12
34040380151_224593,1,8,0,100000,2,34030,4,4,4,2,26,1,4,1,12
34040380151_224607,1,8,0,120000,2,34380,5,4,4,1,32,1,4,1,12
34040380151_224613,1,8,2,800000,3,33380,4,5,4,1,25,12,4,1,12
34040400011_255440,1,9,0,80000,1,31370,5,4,4,1,21,13,4,1,12
34040400011_255447,1,9,0,80000,1,35330,4,4,4,2,32,13,4,1,12
3404040048A_337408,1,11,0,80000,1,34330,5,5,5,1,34,1,4,2,12
3404040048A_337420,1,11,0,200000,1,34010,5,5,5,2,22,12,4,1,12
3404040048A_337424,1,11,0,120000,1,31240,5,5,5,2,35,1,4,1,12
3404040094A_311874,1,12,0,60000,1,34080,5,5,4,2,35,1,4,2,12
3404040094A_311894,1,12,0,120000,1,34380,5,5,5,1,34,1,4,1,12
3404040180A_20812,1,1,1,539500,1,11240,4,5,4,1,26,1,4,1,12
3404040180A_20823,1,1,2,636400,2,37020,4,4,4,2,38,1,4,2,12
3404040180A_20826,1,1,1,205000,2,26040,3,3,3,1,33,1,4,1,12
3404040180A_20875,1,1,1,430000,2,34380,4,4,3,2,27,1,4,1,12
34040510171_223814,1,8,0,80000,2,34060,4,4,4,1,28,1,4,1,12
34040510171_223835,1,8,0,160000,2,34380,4,4,4,1,37,1,3,2,12
3404051061A_311916,1,12,0,200000,4,34340,4,4,3,1,27,1,4,1,12
3404051061A_311932,1,12,0,250000,3,34030,4,4,4,2,37,1,4,1,12
34040520361_255491,1,9,2,50000,4,31010,4,4,4,2,38,11,4,2,12
34040520361_255516,1,9,0,50000,2,34030,4,4,4,1,27,1,4,1,12
34040531061_281460,1,10,0,100000,2,34030,5,4,4,1,26,1,4,1,12
34040531061_281475,1,10,1,50000,3,34010,4,4,4,1,37,1,4,2,12
3404053210A_78286,1,3,0,500000,4,35020,4,4,4,1,26,1,4,1,12
3404053210A_78298,1,3,0,100000,3,35320,4,4,4,2,36,1,4,2,12
3404054032A_106317,1,4,0,60000,1,25050,4,4,4,1,27,1,4,1,12
3404054101A_135265,1,5,0,60000,3,34310,4,4,4,2,22,12,4,1,12
3404054101A_135293,1,5,0,200000,3,31010,4,3,3,1,24,1,3,1,12
3404054101A_135309,1,5,2,800000,4,31370,4,4,4,1,37,1,4,1,12
34040550181_337442,1,11,0,70000,1,31370,4,4,4,1,21,12,4,1,12
3404055115A_166719,1,6,0,200000,2,34380,4,4,5,1,22,1,3,2,12
3404055115A_166757,1,6,1,500000,4,34380,4,4,4,2,33,1,4,2,12
34040551311_310593,1,12,0,200000,2,34030,4,4,4,2,35,1,4,2,12
3404056009A_195505,1,7,0,160000,2,35020,3,4,5,2,37,1,4,2,12
3404056009A_195512,1,7,2,1000000,2,39020,4,3,3,1,32,1,4,1,12
3404056051A_223891,1,8,0,140000,3,34380,5,4,4,2,27,1,4,1,12
3404056051A_223902,1,8,1,160000,3,33320,4,4,4,2,36,1,4,2,12
3404056051A_223913,1,8,1,250000,2,34030,4,4,4,1,27,1,4,1,12
3404056051A_223945,1,8,2,280000,3,37010,4,4,4,1,34,1,4,2,12
3404056107A_254084,1,9,0,50000,1,25030,4,4,4,1,31,1,4,1,12
3404056107A_254122,1,9,0,80000,1,33380,4,4,4,2,22,12,4,1,12
3404056Q09A_281527,1,10,0,60000,4,34010,4,4,4,1,37,1,4,2,12
3404056Q09A_281530,1,10,0,50000,2,34010,4,4,4,1,25,12,4,1,12
3404056Q09A_281562,1,10,3,1500000,4,39010,5,5,4,2,37,11,4,2,12
34050110811_337499,1,11,0,100000,2,35020,4,4,4,2,32,1,4,1,12
34050110811_337509,1,11,0,130000,2,11230,4,4,4,1,28,1,4,1,12
34050110811_337523,1,11,0,160000,2,23040,5,4,4,1,33,1,4,1,12
34050310461_310664,1,12,1,300000,2,34030,4,4,4,1,35,1,4,2,12
34050330091_20966,1,1,0,160000,2,37010,4,4,4,2,31,1,4,1,12
34050330091_20971,1,1,2,700000,1,39010,4,4,4,1,30,1,4,1,12
3405035027A_80211,1,3,0,50000,2,34020,3,3,3,2,27,1,4,1,12
34050360761_77779,1,3,0,200000,2,34380,3,3,3,1,38,2,4,4,12
34050360761_77781,1,3,0,100000,4,34380,3,3,3,1,26,1,4,2,12
34050380691_135318,1,5,1,500000,5,34380,5,5,5,1,24,12,4,1,12
34050380691_135338,1,5,0,120000,3,34080,5,4,4,2,34,1,4,1,12
3405039010A_105384,1,4,0,300000,4,34380,4,4,4,1,28,1,4,1,12
34050390481_165636,1,6,1,150000,2,25030,4,4,4,1,27,1,4,1,12
34050390481_165648,1,6,0,60000,4,34330,4,4,4,1,38,1,4,2,12
34050510201_21009,1,1,0,140000,2,34030,4,4,4,2,24,13,4,1,12
3405051091A_337564,1,11,0,80000,1,31240,3,3,3,1,31,1,4,1,12
3405051091A_337579,1,11,0,70000,2,34340,4,5,5,1,22,1,4,1,12
34050530271_77842,1,3,0,90000,2,35010,4,4,4,1,29,1,4,1,12
34050530271_77876,1,3,0,90000,2,29010,4,4,4,2,33,1,4,1,12
3405054019A_21072,1,1,0,50000,1,25030,4,4,4,1,25,12,4,1,12
3405054019A_21081,1,1,2,250000,4,31010,4,4,4,2,37,11,4,2,12
3405054019A_21107,1,1,0,50000,2,34080,4,4,4,1,35,1,4,1,12
34050540811_105413,1,4,0,70000,3,34370,4,4,4,2,24,1,4,1,12
34050540811_105437,1,4,0,100000,4,34380,4,4,4,1,23,12,4,1,12
3405055002A_49957,1,2,2,600000,4,32060,5,5,5,2,32,1,4,2,12
3405055002A_50006,1,2,1,600000,2,32030,5,5,5,1,27,1,4,1,12
3405055075A_77909,1,3,0,50000,1,34380,4,4,4,1,36,1,4,2,12
34050551181_137739,1,5,1,300000,3,21020,4,4,4,2,34,1,4,2,12
34050551181_137751,1,5,2,350000,1,11220,5,5,4,2,21,12,4,1,12
3405055134A_105471,1,4,0,40000,1,34380,3,4,4,2,35,1,3,2,12
34060120011_195643,1,7,1,250000,1,34030,5,5,4,1,27,1,4,1,12
34060120821_223950,1,8,1,600000,3,32030,5,4,4,2,34,1,4,2,12
34060120821_223952,1,8,1,200000,1,11010,5,5,5,1,20,12,4,1,12
34060310181_254311,1,9,0,80000,1,34340,5,5,5,1,35,1,4,2,12
34060310181_254316,1,9,0,250000,1,25020,5,5,5,1,24,12,4,1,12
34060320231_281615,1,10,0,50000,2,29010,4,4,4,1,27,1,4,1,12
34060320231_281620,1,10,1,150000,4,25020,5,4,4,2,36,11,3,2,12
34060340191_337636,1,11,1,350000,1,21090,5,4,4,1,22,12,4,1,12
34060360161_309671,1,12,0,60000,2,25040,4,4,3,2,33,1,4,2,12
34060360161_309685,1,12,0,60000,3,34020,4,3,4,1,28,1,4,1,12
34060380021_21191,1,1,0,350000,1,25040,4,4,4,1,24,13,4,1,12
34060510551_165773,1,6,0,89000,2,38340,4,4,4,2,29,1,4,1,12
34060511811_195667,1,7,1,220000,1,35380,4,4,4,1,35,1,4,1,12
34060511811_195680,1,7,1,200000,1,34340,4,4,4,1,24,12,4,1,12
34060511811_195700,1,7,0,70000,1,35010,4,4,4,2,28,1,4,1,12
34060520361_224032,1,8,1,150000,1,34030,5,5,4,1,23,13,4,1,12
34060520361_224033,1,8,0,300000,3,34050,4,3,3,2,35,1,4,2,12
34060520361_224038,1,8,0,300000,4,34380,5,4,4,1,32,1,4,2,12
3407031009A_136636,1,5,0,90000,2,34310,5,4,4,2,33,1,4,1,12
3407033051A_165801,1,6,0,100000,1,11050,4,4,4,1,25,12,4,1,12
3407033051A_165806,1,6,3,1200000,1,39010,4,4,4,1,34,1,4,1,12
3407033051A_165828,1,6,1,1000000,4,21020,4,4,4,2,25,1,4,1,12
3407033Q06A_195816,1,7,1,300000,4,34030,5,4,4,1,28,1,3,1,12
34080110091_105563,1,4,0,100000,1,34380,5,5,5,2,37,1,4,2,12
34080110671_137324,1,5,0,50000,1,34060,4,4,5,1,38,1,4,2,12
34080120371_165839,1,6,0,200000,3,34030,4,4,4,1,33,1,3,1,12
34080120371_165857,1,6,1,400000,4,34030,4,4,4,2,35,11,3,2,12
34080121251_195851,1,7,2,1500000,5,21090,4,4,4,1,31,1,4,1,12
34080121251_195880,1,7,1,760000,4,34340,4,3,4,1,24,1,4,1,12
3408012161A_254919,1,9,0,220000,2,34040,4,4,3,2,28,1,4,1,12
3408012161A_254938,1,9,0,180000,5,34040,4,4,4,1,32,12,4,1,12
34080310311_224229,1,8,1,1000000,2,39020,4,4,4,1,34,1,4,1,12
3408032078A_281661,1,10,1,200000,1,11010,4,4,4,1,21,12,4,1,12
34080340241_281694,1,10,1,300000,2,34380,4,4,4,1,37,1,4,1,12
34080340241_281699,1,10,1,300000,3,34020,4,4,4,2,31,1,4,1,12
34080360171_337686,1,11,1,400000,4,34380,4,4,4,1,32,1,4,1,12
34080370381_309713,1,12,2,550000,2,32060,5,4,4,2,26,1,4,1,12
34080370381_309760,1,12,1,150000,3,38050,5,4,4,1,34,1,4,2,12
3408038061A_339494,1,11,1,380000,3,36030,4,4,4,2,34,1,4,1,12
3408038061A_339509,1,11,1,150000,2,25040,4,4,4,2,21,12,4,1,12
34080381041_21228,1,1,1,200000,4,25030,4,4,4,2,37,11,4,2,12
34080381041_21232,1,1,0,50000,1,25040,4,4,4,1,25,1,4,1,12
34080381041_21251,1,1,0,100000,1,25030,4,4,4,1,32,1,4,1,12
34080390681_50082,1,2,0,80000,1,34040,5,5,5,1,36,1,4,2,12
34080390681_50106,1,2,0,150000,1,34050,5,5,5,2,35,1,4,2,12
3408039090A_310820,1,12,2,1200000,4,32340,4,4,4,1,25,1,4,1,12
34080510371_254452,1,9,3,200000,1,11010,5,5,5,1,22,12,4,1,12
34080511171_281749,1,10,0,160000,4,34050,4,4,4,1,21,12,4,1,12
34080520451_345669,1,11,0,200000,4,23040,4,4,4,1,39,1,4,2,12
34080530041_311393,1,12,1,100000,3,29010,5,4,4,2,24,1,4,1,12
3408053012A_338045,1,11,1,120000,1,35010,4,4,4,2,27,1,4,1,12
3408053012A_338057,1,11,0,100000,1,31110,5,4,4,2,34,1,4,1,12
3408053012A_338059,1,11,0,80000,1,23040,4,4,4,1,33,1,4,1,12
3408053073A_311425,1,12,0,250000,4,25040,5,4,4,2,24,1,4,1,12
3408053073A_311450,1,12,1,380000,3,34040,5,5,4,2,37,1,4,1,12
3408053073A_311466,1,12,0,120000,2,34010,5,4,4,1,28,1,4,1,12
3431011042A_21319,1,1,1,320000,4,34020,4,4,4,2,25,1,4,1,12
34310390031_195912,2,7,0,30000,1,25040,5,4,4,1,27,1,4,1,12
34310390031_195925,1,7,1,750000,6,34030,5,4,4,2,25,1,4,1,12
34330111501_281918,1,10,1,500000,4,21090,4,4,4,1,22,12,4,1,12
3433031039A_50141,1,2,0,70000,3,34080,4,4,4,1,38,3,3,2,12
34330330261_311531,1,12,0,70000,3,34350,4,3,4,1,24,13,4,1,12
34330330261_311535,1,12,1,100000,2,29010,4,3,4,2,26,13,4,1,12
34330360231_21327,1,1,1,70000,1,34350,4,4,5,1,23,12,4,1,12
34330410141_50238,1,2,0,40000,2,34030,4,4,4,2,29,2,4,1,12
34340110281_105617,1,4,0,140000,2,34080,5,4,4,1,33,1,4,2,12
34340120861_166057,1,6,0,130000,2,11030,5,4,4,1,30,13,4,1,12
34340320221_196022,1,7,0,80000,2,34030,4,4,4,1,33,1,4,1,12
34340400081_255121,1,9,0,70000,1,35020,4,4,4,1,37,1,3,2,12
34350350111_311967,1,12,0,60000,3,29010,3,4,3,2,23,1,4,1,12
34350350111_311985,1,12,0,200000,2,34380,4,4,3,1,24,1,4,1,12
34350390061_21408,1,1,2,200000,4,33030,4,4,4,2,34,11,4,2,12
34350390061_21418,1,1,0,150000,3,34370,4,4,4,1,34,3,4,2,12
3436011061A_105683,1,4,0,150000,2,35010,4,4,4,2,28,1,4,1,12
34360110891_50328,1,2,0,100000,3,34030,4,4,4,2,31,11,4,2,12
3436011241A_166309,1,6,0,150000,2,36440,4,4,4,1,35,1,4,1,12
3436011241A_166344,1,6,0,80000,2,34020,4,4,4,2,29,1,4,1,12
34360112621_105811,1,4,0,70000,1,34380,3,3,3,1,20,12,4,1,12
34360120471_135565,1,5,1,150000,1,34380,4,4,4,1,21,12,4,1,12
34360120471_135597,1,5,0,80000,1,35330,4,4,4,2,31,1,3,1,12
3436013044A_196032,1,7,1,450000,3,34380,4,4,4,2,32,1,4,1,12
3436013044A_196038,1,7,1,450000,3,33030,4,4,4,1,33,1,4,1,12
34360130661_166464,1,6,0,150000,2,34080,4,4,4,2,26,1,3,1,12
3436013109A_224395,1,8,1,300000,2,34030,4,4,4,2,24,12,4,1,12
34360330101_196099,1,7,2,1800000,3,39010,4,4,4,1,28,1,4,1,12
34360330101_196150,1,7,0,180000,4,34020,4,4,4,2,35,1,4,1,12
34360350151_225165,1,8,0,150000,2,34030,4,4,4,1,25,4,4,1,12
34360380091_255203,1,9,1,500000,3,35010,5,4,4,2,27,1,4,1,12
34360380091_255210,1,9,0,150000,1,34030,4,4,4,2,33,1,4,1,12
3436039025A_254481,1,9,0,100000,2,34030,4,4,4,1,28,1,4,1,12
34370110101_283115,1,10,0,120000,4,29010,5,5,4,2,34,1,4,1,12
3437011099A_283132,1,10,1,400000,5,34380,5,4,5,2,36,11,4,2,12
3437011099A_283163,1,10,0,70000,3,34020,5,4,4,2,25,1,4,1,12
34370111411_338293,1,11,2,400000,2,21090,5,5,5,2,24,12,4,1,12
34370111411_338309,1,11,1,300000,2,34030,5,4,4,2,32,1,4,1,12
34370111411_338311,1,11,1,500000,4,34030,5,4,5,1,21,12,4,1,12
34370112241_312044,1,12,2,600000,2,39010,5,4,4,2,32,1,4,1,12
34370112241_312055,1,12,0,100000,2,34080,5,5,4,1,37,1,4,2,12
3437011242A_338363,1,11,2,340000,1,39010,4,4,4,2,24,12,4,1,12
3437011242A_338368,1,11,2,1500000,2,39010,5,5,4,1,34,1,4,1,12
34370120391_21497,1,1,0,200000,2,37020,4,4,4,2,22,12,4,1,12
34370330151_50352,1,2,1,800000,4,36020,4,4,4,1,27,1,4,1,12
34370390261_135641,1,5,0,50000,1,34040,4,4,4,1,27,1,3,1,12
34380110471_166491,1,6,0,100000,3,34340,4,4,4,1,35,1,4,2,12
34380110471_166508,1,6,1,150000,2,25040,4,4,4,1,26,1,4,1,12
34380111131_196163,2,7,0,30000,1,34050,4,4,3,1,28,1,3,1,12
3438011135A_312104,1,12,0,300000,1,38350,4,3,3,2,25,13,4,1,12
34380120521_254569,1,9,1,250000,2,35050,4,4,4,1,32,1,4,1,12
34380120521_254571,1,9,1,200000,2,34040,4,4,3,1,25,1,4,1,12
34380330351_337762,1,11,0,170000,3,35010,4,4,4,2,28,11,4,2,12
34380330351_337770,1,11,0,150000,2,34360,4,4,4,1,35,3,4,2,12
34380340461_312366,1,12,1,300000,1,21090,5,4,4,1,25,1,4,1,12
34380340461_312432,1,12,0,300000,3,31190,4,3,3,2,34,1,4,2,12
35011610121_21609,1,1,0,150000,1,21090,5,4,4,1,23,1,4,1,13
3501162022A_48950,1,2,1,200000,2,34030,4,4,4,1,36,1,4,2,13
3501162022A_48994,1,2,1,500000,4,21100,4,4,4,1,23,1,4,1,13
35011621011_49000,1,2,0,150000,2,35380,4,4,4,2,38,1,4,2,13
35011621011_49004,1,2,0,100000,2,35360,4,4,4,1,29,1,4,1,13
3501163012A_78575,1,3,0,100000,2,35020,4,4,4,2,26,1,4,1,13
35011630821_78634,1,3,0,100000,2,36320,4,4,4,1,25,1,4,1,13
3501163123A_105995,1,4,0,100000,2,35320,4,4,4,2,31,1,3,1,13
3501163123A_106016,1,4,0,100000,2,36320,4,4,4,1,28,1,4,1,13
3501164060A_135748,1,5,0,150000,4,35040,5,5,4,1,27,1,4,1,13
3501164060A_135767,1,5,0,150000,2,35380,5,5,4,2,31,1,4,1,13
35011640931_106897,2,4,0,35000,1,35050,5,5,5,2,38,1,4,2,13
3501165078A_196197,1,7,0,150000,4,35040,5,4,4,1,22,12,4,1,13
35011660101_135777,1,5,0,100000,2,35030,5,5,5,2,32,1,4,2,13
3501166017A_283622,1,10,0,100000,1,24010,5,5,4,2,24,1,4,1,13
3501166017A_283699,1,10,0,100000,1,24020,5,5,4,1,24,12,4,1,13
3501166092A_339773,1,11,0,150000,3,36330,4,3,4,1,25,1,4,1,13
35011661941_166861,1,6,0,100000,2,35020,4,4,4,1,27,1,4,1,13
35011661941_166894,1,6,1,200000,4,36360,4,4,4,2,31,11,4,2,13
35011670031_196294,1,7,1,180000,1,36460,5,5,5,1,32,1,4,2,13
35011670031_196339,1,7,1,200000,1,35340,5,5,5,1,22,12,4,1,13
3501167013A_21710,1,1,0,120000,1,36020,5,5,5,1,30,1,4,1,13
3501167082A_49126,1,2,1,110000,1,39010,5,5,5,2,37,1,4,2,13
3501169003A_78691,1,3,0,55000,1,35320,5,5,5,2,38,11,4,2,13
3501169063A_106962,1,4,0,150000,2,35040,5,5,4,1,32,1,4,2,13
3501169063A_107006,1,4,0,200000,2,36060,5,5,4,2,25,1,4,1,13
35011691071_254597,1,9,0,100000,1,32030,4,5,4,2,26,1,4,1,13
35011691071_289272,1,9,0,90000,1,36010,4,4,4,2,32,1,4,1,13
35011700951_283726,1,10,1,100000,1,31160,5,5,4,2,32,1,4,2,13
3501172030A_196346,1,7,1,70000,1,36010,5,4,4,1,29,1,4,1,13
3501172030A_196392,1,7,0,50000,1,36390,4,4,4,2,29,1,4,1,13
3501173076A_252926,1,9,1,200000,1,37330,4,4,4,2,24,1,4,1,13
35011731091_312555,1,12,1,250000,1,31230,5,5,4,2,33,1,4,2,13
35011731091_312589,2,12,1,250000,3,24030,5,5,5,2,27,1,4,1,13
35011731641_21743,1,1,0,70000,1,24030,4,4,4,1,35,3,4,2,13
