ID,tour_num,D_TRA1_SMONTH,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_1_SPOT,over_sati,inten_revis,inten_recom,BSEX,SAGE,BJOB,BEDU,BMAR,BARA
11010530201_9,1,1,1,200000,1,23310,4,4,3,1,28,1,4,1,1
11010560051_29846,1,2,1,500000,4,32400,4,4,4,1,26,1,4,1,1
1101057036A_66,1,1,2,700000,1,39010,4,5,4,2,27,1,4,1,1
11010580161_58987,1,3,0,90000,1,31370,5,4,4,1,27,1,3,1,1
11010580161_58998,1,3,0,50000,1,23010,4,4,4,2,34,1,4,1,1
11010630161_86013,1,4,2,400000,1,35020,4,4,4,1,27,1,3,1,1
11010670241_115262,1,5,0,60000,1,31130,4,4,4,1,28,1,3,1,1
11010700261_145599,1,6,1,300000,1,32030,4,4,4,1,28,1,4,1,1
11010700261_145603,1,6,0,50000,1,31270,5,4,4,2,34,1,3,1,1
11010700261_145619,1,6,2,400000,1,37020,4,4,4,1,27,1,3,1,1
11010720441_174869,1,7,1,200000,1,34030,4,4,4,2,34,1,4,1,1
11010720441_174903,1,7,1,150000,1,31240,4,4,4,1,27,1,3,1,1
11010730691_206155,1,8,2,400000,1,36460,5,5,4,2,29,1,4,1,1
11010730691_206178,1,8,1,250000,1,36360,5,4,4,2,34,1,4,1,1
11010730691_206189,1,8,0,90000,1,31370,4,4,4,1,29,1,4,1,1
1101073123A_29460,1,2,0,50000,1,31200,3,3,3,2,28,1,4,1,1
1101073123A_29499,1,2,0,70000,1,31370,4,4,4,1,38,1,4,1,1
11020520161_232705,1,9,0,100000,4,31110,4,4,4,2,36,1,4,1,1
11020520161_232714,1,9,1,400000,4,32010,4,4,4,2,27,1,4,1,1
11020580491_263360,1,10,0,150000,2,32010,4,4,4,1,36,1,4,1,1
11020580491_263370,1,10,1,600000,4,32060,4,4,4,2,35,1,4,1,1
1102067014A_56727,1,3,1,550000,4,25040,4,4,4,1,37,1,4,2,1
1102067014A_56732,1,3,1,300000,1,21060,4,3,3,2,28,1,4,1,1
1102067014A_56734,1,3,1,600000,4,38390,4,4,3,2,38,1,4,2,1
11020670481_319951,1,11,0,500000,3,31200,4,4,4,2,27,1,4,1,1
11020670481_320010,1,11,0,500000,2,31210,4,4,4,2,37,1,4,1,1
11020690701_290141,1,12,0,250000,2,31210,4,3,3,1,37,1,4,1,1
11020690701_290161,1,12,0,250000,2,23310,4,4,4,2,35,1,4,1,1
11020701301_146,1,1,1,250000,1,21090,4,4,4,2,28,1,4,2,1
1102071057A_86031,1,4,1,750000,5,31370,4,3,3,1,38,1,4,2,1
11030511461_56804,1,3,0,60000,2,31120,4,4,4,2,36,1,4,2,1
11030511461_56810,1,3,0,80000,2,31370,4,4,4,1,37,1,4,1,1
11030530251_86123,1,4,0,100000,2,31130,5,4,4,2,29,1,4,1,1
11030530251_86156,1,4,0,120000,2,31370,4,4,4,2,34,1,4,2,1
1103057037A_145661,1,6,0,120000,3,31270,5,4,4,2,38,1,4,2,1
1103057037A_145667,1,6,1,250000,1,35010,4,4,4,2,28,1,4,1,1
11030580451_116600,1,5,0,150000,2,23310,5,5,4,1,36,2,4,2,1
11030580451_116603,1,5,0,200000,3,31270,5,5,4,2,38,11,4,2,1
11030580451_116632,1,5,0,100000,2,31370,5,5,4,2,28,1,4,1,1
1103063034A_174923,1,7,1,150000,1,34030,5,4,4,2,28,1,4,1,1
1103063034A_174942,1,7,1,400000,2,34380,4,4,4,2,38,1,4,2,1
1103063156A_203407,1,8,1,500000,2,34380,4,4,4,1,37,2,4,1,1
1103063156A_203422,1,8,1,400000,2,35020,5,4,4,2,38,1,4,2,1
1103063156A_203438,1,8,1,200000,1,35330,5,5,4,1,28,1,4,1,1
11030650411_145729,1,6,0,150000,2,31270,5,5,4,2,28,1,4,1,1
11030650411_145733,1,6,0,130000,2,34050,4,4,3,1,37,1,4,1,1
11030650411_145735,1,6,0,150000,3,31130,5,4,4,2,36,1,4,2,1
11030690481_174974,1,7,2,400000,2,35330,5,4,4,1,36,1,4,1,1
11030690481_174976,1,7,0,250000,3,23310,5,4,4,2,38,1,4,2,1
11030690481_174980,1,7,0,150000,2,31380,5,4,4,2,29,1,4,1,1
1103069082A_232006,1,9,1,600000,3,36020,5,4,4,2,38,1,4,2,1
1103069082A_232007,1,9,0,100000,1,32010,5,4,4,2,28,1,4,1,1
1103069082A_232040,1,9,1,550000,2,38050,5,4,4,1,37,2,4,1,1
11030701021_206204,1,8,1,350000,2,33030,5,4,4,1,36,1,4,1,1
11030701021_206207,1,8,0,200000,2,32010,5,5,4,2,29,1,4,1,1
11030701021_206254,1,8,1,150000,1,34030,4,4,4,1,27,1,4,1,1
11030710761_232077,1,9,0,120000,2,31020,5,4,4,1,27,1,4,1,1
11030710761_232083,1,9,1,200000,1,32030,5,5,4,2,28,1,4,1,1
11030710761_232085,1,9,0,150000,3,31370,5,4,4,2,36,11,4,2,1
11030710761_232107,1,9,0,130000,2,31380,4,4,4,1,38,1,4,2,1
11030720271_263397,1,10,1,450000,2,32390,5,4,4,1,36,1,4,1,1
11030720271_263404,1,10,1,500000,2,37010,5,4,4,2,38,1,4,2,1
11030720271_263408,1,10,0,200000,2,31270,5,4,4,2,28,1,4,1,1
11030720271_263463,1,10,0,200000,2,32010,5,4,4,1,27,1,4,1,1
1103073097A_264231,1,10,0,150000,2,31380,4,4,4,1,36,1,4,2,1
1103073097A_264232,1,10,1,400000,2,32030,5,5,4,1,27,1,4,1,1
1103073097A_264235,1,10,0,120000,2,23310,5,4,4,2,29,1,4,1,1
11030740861_317530,1,11,1,400000,2,32060,5,4,4,1,36,1,4,1,1
11030740861_317538,1,11,0,350000,4,31380,5,4,4,2,37,1,4,2,1
11030740861_317578,1,11,0,200000,2,31100,5,5,4,2,28,1,4,1,1
11040520831_180,1,1,1,500000,3,23310,4,4,4,2,37,11,4,2,1
11040550151_29647,1,2,1,600000,4,34380,5,5,5,1,32,1,4,4,1
1104055124A_32061,1,2,2,600000,3,21090,5,5,5,2,37,11,4,2,1
1104058048A_86213,1,4,0,150000,2,31380,4,4,4,1,26,12,4,1,1
1104062040A_116723,1,5,1,200000,2,31370,4,5,5,1,27,1,4,1,1
1104066015A_145869,1,6,2,818000,2,38050,4,4,4,1,38,1,4,2,1
1104066015A_145879,1,6,0,150000,3,31380,4,4,4,2,36,11,4,2,1
11040670611_146365,1,6,0,90000,2,31200,4,4,4,2,32,1,4,1,1
11040670611_146414,1,6,1,320000,4,31370,4,4,4,1,25,12,4,1,1
11040670611_260751,1,6,2,900000,2,39020,4,4,4,2,32,1,4,1,1
11040700291_206259,1,8,2,250000,1,34380,4,4,4,1,33,1,4,1,1
11040700291_206261,1,8,2,400000,1,32030,4,4,4,2,27,1,4,1,1
11040700291_206294,1,8,1,200000,1,34030,5,4,4,2,35,1,4,2,1
1104071169A_206371,1,8,1,300000,1,32410,4,4,4,1,27,1,4,1,1
1104071169A_206374,1,8,0,30000,1,31170,4,3,3,2,35,1,4,1,1
1104071169A_206376,1,8,1,150000,1,31380,4,4,4,1,38,1,4,2,1
1104071169A_206396,1,8,1,200000,1,34030,4,5,4,2,28,1,4,1,1
1104072110A_232228,1,9,0,120000,2,31090,5,5,4,1,35,1,4,2,1
11040721321_264310,1,10,1,200000,2,31370,4,4,4,1,26,13,4,1,1
1104073108A_264388,1,10,1,200000,2,31370,5,4,4,1,27,13,4,1,1
1104073108A_264418,1,10,0,150000,2,23010,5,4,4,2,26,1,4,1,1
1104073108A_264431,1,10,1,350000,3,32400,5,4,4,2,36,1,4,2,1
11050531121_317821,1,11,0,50000,2,31100,4,4,4,1,27,13,4,1,1
11050531121_317835,1,11,0,49000,2,31380,4,4,4,2,28,1,4,1,1
11050532281_289440,1,12,1,570000,2,21090,4,4,4,2,25,1,3,1,1
11050541751_32109,1,2,0,60000,3,31130,4,4,4,2,35,11,4,2,1
11050541751_32111,1,2,1,850000,2,21090,4,4,4,1,28,1,4,1,1
11050550941_58066,1,3,1,300000,2,34030,4,4,4,2,30,1,4,2,1
11050581341_175518,1,7,0,80000,2,31380,4,4,4,2,37,1,4,2,1
11050590441_204316,1,8,1,200000,1,33380,4,3,4,2,26,1,4,1,1
11050590441_204317,1,8,0,80000,2,31130,4,4,4,1,35,1,4,2,1
11050601641_264458,1,10,0,145000,2,31270,4,4,4,2,34,1,4,1,1
11050610961_317045,1,11,0,120000,4,31370,4,4,4,2,35,11,4,2,1
11050610961_317094,1,11,0,140000,2,31250,4,4,4,1,23,12,4,1,1
11050620481_289460,1,12,0,75000,4,31130,3,4,4,2,33,11,4,2,1
11050620481_289462,1,12,0,92000,3,31260,4,4,4,2,24,1,4,1,1
1105063020A_289560,1,12,0,100000,2,31380,5,5,5,2,29,1,4,1,1
11050640461_520,1,1,1,200000,2,31370,4,4,4,2,37,1,4,2,1
11050640461_530,1,1,3,200000,1,34020,4,4,3,1,35,1,4,1,1
11050640461_546,1,1,1,100000,1,32410,4,4,4,2,28,1,4,1,1
11050641591_32172,1,2,0,100000,2,31380,4,4,4,2,33,1,4,1,1
1105066020A_28832,1,2,0,200000,1,31060,4,4,4,2,28,1,4,1,1
11050671301_143061,1,5,0,85000,2,31370,4,4,4,1,30,1,4,1,1
1105067136A_58138,1,3,0,60000,1,34080,4,4,4,2,27,1,4,1,1
11060710661_146505,1,6,0,200000,4,34050,4,4,4,2,28,3,4,1,1
11060710661_146517,1,6,0,300000,3,32410,4,4,4,1,31,1,4,2,1
11060720911_175544,1,7,0,200000,2,32410,3,4,4,2,32,1,4,2,1
11060731071_204399,1,8,0,200000,2,32060,4,4,4,2,27,1,4,1,1
11060731071_204413,1,8,0,300000,3,32060,4,4,4,1,27,1,4,1,1
1106073138A_86438,1,4,1,250000,1,21090,4,4,4,1,36,1,4,2,1
1106073138A_86445,1,4,0,50000,1,23040,4,4,4,2,27,1,4,2,1
1106073138A_86465,1,4,2,1100000,4,39020,5,5,4,2,36,1,4,2,1
11060801151_232368,1,9,0,200000,2,31370,4,4,4,1,32,1,4,1,1
1106081052A_115929,1,5,1,200000,1,32060,4,4,4,2,27,1,4,1,1
1106081052A_115944,1,5,1,250000,1,32030,4,4,4,2,37,1,3,2,1
11060811481_264510,1,10,0,200000,4,33320,4,4,4,2,36,1,4,1,1
11060811481_264522,1,10,0,100000,2,31380,4,3,4,2,27,1,4,1,1
11060820651_318387,1,11,1,600000,3,32060,4,4,4,1,38,1,4,1,1
1106082159A_146603,1,6,0,150000,2,31370,4,4,4,2,32,1,4,1,1
11060831101_143265,1,1,1,650000,8,23310,5,4,4,1,34,1,3,1,1
11060831101_143268,1,1,0,50000,1,23010,4,4,4,1,24,1,4,1,1
1106084056A_175797,1,7,0,250000,2,32060,4,4,4,2,37,1,4,2,1
1106086035A_203106,1,8,0,200000,2,31370,4,4,4,1,31,1,4,2,1
11060860961_29893,1,2,0,100000,2,32010,4,4,4,2,30,1,4,1,1
11060871031_58184,1,3,0,100000,2,23310,4,4,4,2,28,1,4,2,1
1106087117A_232441,1,9,0,100000,2,31380,4,4,4,1,37,1,4,2,1
1106087117A_232453,1,9,1,300000,2,32030,4,4,4,2,20,1,4,1,1
1106087117A_232486,1,9,0,100000,3,31370,4,4,4,2,37,1,4,2,1
11060880681_86477,1,4,1,1000000,1,39020,4,4,4,1,39,1,4,1,1
11060880681_86496,1,4,0,100000,2,32060,4,4,4,2,20,12,4,1,1
1106088104A_264556,1,10,6,1000000,2,39020,4,4,4,1,22,1,3,1,1
1106088104A_264574,1,10,0,150000,2,31370,4,4,4,2,27,1,4,1,1
11060890731_116829,1,5,0,150000,2,32010,4,4,4,2,27,1,4,1,1
11060901401_175809,1,7,1,700000,2,39010,4,4,4,2,27,1,4,1,1
11060901401_175821,1,7,0,200000,3,31370,4,4,4,1,21,12,4,1,1
1106091082A_289640,1,12,0,100000,3,31060,4,4,4,1,21,12,4,1,1
11070520461_203239,1,8,0,220000,4,31150,4,4,4,1,33,1,4,1,1
11070520461_203250,1,8,2,2000000,4,39010,4,5,4,1,28,1,4,1,1
11070520461_203262,1,8,1,450000,4,32030,4,4,4,2,36,11,4,2,1
11070540041_232542,1,9,0,60000,2,31200,5,4,4,1,26,1,3,1,1
1107054089A_454,1,1,0,120000,2,31370,4,4,4,1,29,1,4,1,1
1107054089A_507,1,1,1,300000,2,34050,4,4,4,2,28,1,4,1,1
11070550181_264635,1,10,0,170000,2,31190,4,4,4,1,30,1,4,1,1
11070550181_264649,1,10,0,140000,1,23310,4,4,4,2,26,1,4,1,1
11070570821_318453,1,11,0,110000,3,23310,4,4,4,2,31,1,4,1,1
11070570821_318459,1,11,0,85000,2,31280,4,4,4,2,26,1,4,1,1
1107059033A_28924,1,2,0,260000,4,31270,4,4,4,2,29,1,4,1,1
1107059033A_28941,1,2,0,90000,2,31130,4,4,4,1,25,12,4,1,1
11070600191_289690,1,12,0,103000,4,31130,4,4,4,2,36,11,3,2,1
11070600191_289724,1,12,1,480000,4,32060,5,4,4,1,24,12,4,1,1
11070601531_675,1,1,0,60000,2,31380,4,4,4,1,22,12,4,1,1
11070601531_697,1,1,1,600000,4,32070,4,4,4,1,31,1,4,1,1
11070620011_29957,1,2,1,1000000,8,31370,5,4,4,1,25,1,4,1,1
11070620011_29979,1,2,1,200000,2,26310,5,5,5,1,35,13,4,1,1
1107062094A_58275,1,3,0,120000,2,31270,4,4,4,1,32,1,4,1,1
1107062094A_58288,1,3,0,140000,2,31090,4,5,4,2,27,1,4,1,1
11070621211_58344,1,3,2,1000000,5,26010,5,5,5,2,36,11,4,2,1
11070640481_86574,1,4,0,100000,2,31130,4,4,4,2,28,1,4,1,1
1107064209A_86627,1,4,1,800000,4,32410,4,4,4,1,38,1,4,1,1
1107064209A_86633,1,4,0,100000,1,31010,4,4,3,2,28,13,4,1,1
11070650371_116843,1,5,0,60000,2,31120,4,4,4,1,24,12,4,1,1
11070680261_146668,1,6,0,120000,2,23310,4,4,4,2,23,12,4,1,1
11070680261_146716,1,6,0,70000,2,31120,3,4,3,1,31,1,4,1,1
11070680261_146742,1,6,0,110000,2,31370,4,4,4,1,25,12,4,1,1
11070690051_175893,1,7,0,75000,2,31370,4,4,4,1,25,12,4,1,1
11070690051_346601,1,7,2,1100000,2,39010,5,5,4,2,28,1,4,1,1
1107069069A_114069,1,5,0,100000,3,32010,4,4,4,2,33,11,4,2,1
1107069192A_146786,1,6,0,150000,3,31270,4,4,4,2,38,11,4,2,1
1107069192A_146810,1,6,0,200000,2,31380,4,4,4,2,28,3,4,1,1
1107070086A_175926,1,7,0,150000,2,32010,5,4,4,1,38,1,3,2,1
1107070086A_175942,1,7,1,100000,1,31370,4,4,5,2,26,1,4,1,1
11070710721_203274,1,8,1,100000,1,31370,5,5,5,1,27,1,4,1,1
11070710721_203345,1,8,2,700000,2,39010,5,4,5,2,35,1,4,1,1
11070711881_232576,1,9,0,120000,2,23320,4,4,4,2,26,1,4,1,1
11070720271_264728,1,10,1,350000,2,37020,5,4,4,2,28,1,4,1,1
11070721541_319492,1,11,1,450000,3,22010,4,4,4,2,37,11,4,2,1
1107073049A_203401,1,8,1,250000,2,31090,5,5,4,1,26,1,3,1,1
1108058083A_232642,1,9,0,150000,2,31190,4,4,4,1,27,1,4,1,1
1108058083A_232650,1,9,0,200000,4,31380,4,4,4,2,27,1,4,1,1
1108058083A_232652,1,9,1,600000,3,32060,4,4,4,1,37,1,4,1,1
11080600251_753,1,1,1,300000,1,21090,4,4,4,1,28,1,4,1,1
11080600251_760,1,1,1,300000,1,36020,5,4,4,2,31,1,4,1,1
11080600251_762,1,1,1,250000,1,32060,5,4,4,2,28,1,4,1,1
11080601391_143552,1,2,0,120000,4,31130,4,4,4,2,23,1,4,1,1
11080601391_143566,1,2,0,60000,2,31250,5,5,4,2,37,3,4,1,1
1108062016A_318543,1,11,0,90000,3,31370,4,4,4,1,35,1,4,2,1
1108062016A_318581,1,11,0,170000,3,31260,4,4,4,2,27,1,4,1,1
11080620191_143541,1,3,0,35000,1,31380,5,4,4,2,35,1,4,1,1
11080620191_143543,1,3,1,350000,1,21010,5,5,4,2,27,1,4,1,1
1108063105A_289810,1,12,0,300000,3,31370,4,4,4,2,35,1,4,1,1
11080640981_116895,1,5,1,150000,1,35050,4,4,4,2,29,1,4,1,1
11080640981_116898,1,5,0,80000,1,25020,4,4,4,2,38,1,4,1,1
11080640981_116947,1,5,0,60000,1,31370,4,4,4,1,28,1,3,1,1
1108066001A_821,1,1,0,100000,1,31110,4,4,4,2,28,1,4,1,1
1108066001A_830,1,1,1,450000,3,32310,4,4,4,1,39,1,4,2,1
1108066001A_831,1,1,1,400000,2,32030,4,4,4,2,36,1,4,1,1
1108066001A_890,2,1,0,200000,2,32010,4,4,4,1,27,1,4,1,1
1108066099A_30048,1,2,0,150000,4,31380,4,4,4,2,27,1,4,1,1
1108066099A_30096,1,2,0,70000,2,31370,4,4,4,1,28,1,4,1,1
11080680021_146838,1,6,0,150000,3,31130,4,4,4,2,37,1,4,2,1
11080680021_146842,1,6,0,200000,4,32010,4,4,4,1,29,1,4,1,1
11080680021_146847,1,6,0,200000,4,31370,4,4,4,2,28,1,4,1,1
1108068022A_59044,1,3,0,160000,4,31020,4,4,4,1,28,1,4,1,1
1108068022A_59049,2,3,0,50000,2,23010,4,4,4,2,28,1,4,1,1
1108068022A_59087,1,3,0,200000,3,31370,4,4,4,2,37,1,4,2,1
1108068022A_59094,1,3,0,200000,3,31370,4,4,4,2,29,1,4,1,1
1108071111A_85460,1,4,0,100000,3,31130,4,4,4,2,34,1,4,1,1
1108071111A_85507,1,4,1,170000,1,23310,4,3,3,1,28,1,4,1,1
11080720441_175951,1,7,0,100000,1,31150,4,4,3,2,28,1,4,1,1
11080720441_175970,1,7,1,100000,1,32020,5,4,4,2,31,1,4,1,1
11080720441_175997,1,7,2,500000,1,36400,4,4,4,1,28,1,4,1,1
11080760641_204446,1,8,1,250000,1,36460,5,4,4,2,27,1,4,1,1
11080760641_204448,1,8,2,350000,1,32030,4,4,4,1,36,1,4,2,1
11080760641_204478,1,8,1,200000,1,34030,4,4,4,2,35,1,4,2,1
11080770211_235612,1,9,0,200000,3,31270,4,4,4,1,38,1,4,2,1
11080770211_235621,1,9,0,150000,2,31370,4,4,4,1,27,1,4,1,1
11080770211_235626,1,9,0,150000,3,31380,4,4,4,2,27,1,4,1,1
1108078029A_116984,1,5,1,150000,1,23310,4,4,4,1,28,1,4,1,1
1108078029A_116999,1,5,2,1500000,4,39010,4,4,4,2,37,1,4,1,1
1108078029A_117010,1,5,2,400000,1,36030,5,4,5,2,29,1,4,1,1
11080810741_318612,1,11,0,150000,4,31190,4,4,4,1,27,1,4,1,1
11080810741_318617,1,11,0,100000,3,31030,4,4,4,2,38,1,4,1,1
11080830291_898,1,1,0,60000,1,31370,4,4,4,2,28,1,4,1,1
11080830291_901,1,1,1,100000,1,25040,4,3,3,2,34,1,3,2,1
11080830291_904,1,1,1,400000,2,21090,4,4,4,1,27,13,4,1,1
1108084031A_146913,1,6,1,700000,4,36020,4,4,4,2,28,1,4,1,1
1108084031A_146916,1,6,1,200000,3,31370,4,4,4,1,36,1,4,2,1
1108084031A_146923,1,6,0,150000,2,32010,4,4,4,2,37,1,4,1,1
1108084031A_146968,1,6,1,500000,4,34380,4,4,4,1,27,1,4,1,1
11080840791_29666,1,2,0,200000,3,31370,4,4,4,1,37,1,4,2,1
11080840791_29668,1,2,0,200000,4,31270,4,4,4,2,31,1,4,1,1
11080840791_29682,1,2,0,200000,3,31270,4,4,4,2,26,1,4,1,1
11080840791_29719,1,2,0,100000,2,32010,4,4,4,1,28,1,4,1,1
1108084238A_176021,1,7,1,250000,1,32340,5,4,4,1,37,1,4,2,1
1108084238A_176032,1,7,2,350000,1,36460,4,4,4,2,31,1,4,1,1
1108084238A_176035,1,7,1,200000,1,23310,5,4,4,2,28,1,4,1,1
1108084238A_176076,1,7,0,75000,1,33360,4,4,3,1,28,1,4,1,1
11080842471_59117,1,3,0,55000,1,32010,4,4,4,1,29,1,3,1,1
11080842471_59120,1,3,0,150000,2,32010,4,4,4,1,28,1,4,1,1
11080842471_59150,1,3,0,50000,1,31170,3,3,3,1,38,1,3,1,1
11080851251_86765,1,4,1,250000,1,37020,5,4,4,1,37,1,4,1,1
11090600231_116014,1,5,2,700000,4,32400,5,4,4,1,37,1,4,2,1
11090600231_174527,1,5,2,550000,1,39010,5,4,4,2,34,3,4,1,1
11090600231_202564,1,5,1,200000,1,32310,5,5,4,2,29,1,4,1,1
11090600231_202565,1,5,1,250000,1,34380,5,5,4,1,29,1,4,1,1
11090601431_147012,1,6,1,300000,1,21100,5,4,4,2,27,1,4,1,1
11090601431_231886,1,6,1,250000,4,31370,5,5,4,2,39,11,4,2,1
1109061049A_345177,1,8,2,150000,1,23310,4,3,3,2,37,11,3,2,1
1109062077A_235713,1,9,0,100000,1,31370,4,4,4,1,36,1,4,2,1
1109062077A_235721,1,9,0,100000,1,31240,4,4,4,1,27,1,4,1,1
1109062077A_235724,1,9,0,70000,1,31220,4,4,4,2,27,1,4,1,1
1109062077A_235732,1,9,0,80000,1,31090,4,4,4,2,34,1,3,2,1
11090630221_260807,1,7,1,250000,1,33380,5,4,4,2,36,3,4,1,1
11090630221_260808,1,7,1,200000,1,32030,5,4,4,2,27,1,4,1,1
11090630221_260809,1,7,2,600000,3,34030,4,4,4,1,38,1,4,2,1
11090631461_289021,1,8,2,400000,4,31380,5,5,5,2,37,11,4,2,1
11090631461_344999,1,8,1,200000,1,31370,4,4,4,2,27,3,4,1,1
11090690401_318679,1,11,0,150000,1,32030,4,4,4,2,36,1,3,2,1
11090690401_318682,1,11,0,90000,1,31370,4,4,4,1,27,1,4,2,1
11090690401_318686,1,11,0,90000,1,31380,4,4,4,2,27,1,4,1,1
11090690401_318697,1,11,0,150000,1,32030,4,4,4,1,35,1,4,2,1
1109069163A_261615,1,10,0,50000,1,33320,4,4,4,1,37,1,3,1,1
1109069163A_345709,1,10,1,450000,4,34380,4,4,4,2,36,11,4,2,1
11090701251_142944,1,1,1,300000,1,32410,4,4,3,1,36,1,4,1,1
11090710641_143161,1,2,0,100000,4,31380,4,4,4,2,35,11,3,2,1
11090710641_172991,1,2,0,130000,4,31380,4,4,4,1,23,1,4,1,1
11090710641_29768,1,2,2,1300000,3,39020,4,4,4,2,26,1,4,1,1
11090712001_143392,1,3,2,650000,1,39020,5,5,4,2,28,1,3,1,1
11090712001_143411,1,3,0,95000,3,31130,4,4,4,1,37,1,3,2,1
11090712001_143415,1,3,0,120000,2,23010,4,4,4,1,25,1,4,1,1
11090712001_59212,1,3,0,35000,1,31380,4,4,4,2,33,1,4,1,1
11090721031_173120,1,4,0,150000,3,31130,4,4,4,2,27,1,4,1,1
11090721031_173135,1,4,2,950000,4,39010,4,3,3,2,37,11,4,2,1
11090721031_173145,1,4,0,130000,3,31380,4,4,4,1,25,1,4,1,1
11090721031_173151,1,4,1,250000,1,34380,5,4,4,1,35,1,4,1,1
1109073022A_318748,1,11,0,95000,4,31130,4,4,4,2,37,1,4,2,1
1109073022A_318754,1,11,1,400000,3,38390,4,4,3,1,35,1,4,2,1
1109073022A_318768,1,11,0,150000,1,32030,4,4,4,2,23,1,4,1,1
1109073022A_318772,1,11,0,100000,1,31150,4,4,4,1,23,1,4,2,1
11090740341_114137,1,5,0,100000,1,23310,4,4,4,2,34,1,4,2,1
11090740341_114139,1,5,0,80000,1,31260,4,4,4,1,36,1,4,2,1
11090740341_114151,1,5,0,80000,1,32010,4,4,4,2,27,1,4,1,1
11090740341_114152,1,5,0,60000,1,32010,4,4,4,1,28,1,4,1,1
11090750191_147063,1,6,0,30000,1,31370,4,4,4,1,39,1,3,1,1
11090750191_231824,1,6,1,60000,1,31380,5,4,4,2,35,11,4,2,1
11090751441_260834,1,7,1,250000,1,32030,4,4,4,1,23,1,4,1,1
11090751441_260855,1,7,2,500000,1,32310,5,4,4,2,28,1,4,1,1
11090751441_260867,1,7,2,450000,3,34380,5,4,4,1,38,1,4,2,1
11100510411_203777,1,8,5,500000,1,39010,5,4,4,2,32,1,4,1,1
11100510411_203794,1,8,0,60000,4,31130,5,4,4,1,26,1,4,1,1
1110051124A_1149,1,1,1,350000,2,32060,5,4,4,2,27,1,4,1,1
1110051124A_1157,1,1,1,400000,3,32030,4,4,4,1,24,12,4,1,1
11100530771_261653,1,10,2,200000,1,36350,4,4,4,1,37,1,3,1,1
11100530771_261667,1,10,1,150000,1,25040,4,4,3,2,21,12,4,1,1
11100530771_261672,1,10,0,80000,3,31230,4,4,3,2,39,1,4,2,1
1110054022A_32251,1,2,1,300000,2,21040,5,5,4,2,28,13,4,1,1
1110054022A_32254,1,2,2,300000,3,36420,5,4,4,2,36,1,4,2,1
1110055078A_143583,1,3,1,600000,6,32010,5,4,3,1,27,1,4,1,1
1110059016A_114196,1,5,0,50000,1,31010,4,4,3,1,29,1,4,1,1
1110059016A_114203,1,5,1,200000,4,31380,5,5,4,1,28,1,4,1,1
1110059157A_147132,1,6,0,100000,4,31380,5,5,4,1,39,1,4,2,1
1110059157A_147154,1,6,1,100000,1,22060,4,4,3,1,28,1,4,1,1
11100610511_58438,1,3,1,200000,4,31130,5,4,4,1,37,3,4,2,1
1110062041A_175105,1,7,1,400000,4,32060,5,4,3,1,36,1,4,2,1
1110062041A_175123,1,7,2,1000000,10,21090,5,4,4,1,25,12,4,1,1
1110063107A_235837,1,9,2,700000,2,39020,5,5,4,2,31,1,4,1,1
11100641531_114300,1,5,0,80000,2,31350,4,4,3,1,31,1,4,1,1
11100641531_114346,1,5,1,300000,5,31200,4,4,3,1,32,1,4,1,1
1110065034A_261722,1,10,1,100000,4,32350,5,4,4,2,34,3,4,2,1
1110065Q08A_318921,1,11,1,100000,1,31370,4,5,4,2,29,3,4,1,1
11110511391_147249,1,6,2,400000,2,36020,5,4,4,1,22,12,4,1,1
11110511391_147267,1,6,2,80000,1,33040,5,4,4,1,23,12,4,1,1
1111052020A_290545,1,12,0,80000,2,31070,4,3,3,2,28,1,4,1,1
1111052121A_1204,1,1,1,180000,4,32310,4,4,3,2,21,1,4,1,1
1111053046A_143597,1,2,0,100000,2,32400,4,4,4,1,32,1,4,2,1
1111053046A_30180,1,2,0,35000,2,31130,4,4,3,1,28,1,4,2,1
11110562301_175161,1,7,4,500000,4,36020,5,4,4,1,38,1,4,2,1
11110562301_346617,1,7,1,200000,2,32030,5,4,4,2,20,12,4,1,1
1111056250A_116051,2,5,0,20000,2,31130,5,4,3,1,37,1,4,1,1
1111058090A_147325,1,6,1,150000,4,23310,5,5,4,1,39,1,4,1,1
1111065058A_291590,1,12,0,180000,3,32030,5,5,4,2,34,1,4,2,1
11110651141_204290,1,8,2,400000,2,32060,5,4,4,2,25,1,4,1,1
11110651141_204297,1,8,1,250000,2,32410,5,4,4,2,20,12,4,1,1
11110651141_204313,1,8,2,400000,1,39010,5,4,4,1,34,1,4,1,1
11110651141_345188,2,8,4,1000000,4,21090,5,5,4,2,36,1,4,2,1
11110660911_235878,1,9,2,500000,5,32060,5,5,4,2,20,1,4,1,1
11110660911_235919,2,9,2,500000,5,38090,5,5,4,2,36,3,4,2,1
1111069046A_30296,1,2,0,60000,4,31370,5,4,4,2,24,1,4,2,1
11110691511_261914,1,10,1,300000,4,36020,5,4,4,2,36,11,4,2,1
11110691511_261926,1,10,0,40000,2,31370,5,4,4,2,34,1,4,2,1
1111072049A_58512,1,3,1,120000,5,34380,5,4,4,1,34,1,4,1,1
1111073025A_86930,1,4,1,500000,2,26310,5,4,3,1,37,1,4,2,1
1111073099A_116113,1,5,1,150000,7,31270,5,5,4,2,34,1,4,2,1
1111074085A_147347,1,6,0,150000,1,21140,5,4,4,1,34,1,4,1,1
